PESEL;RODZAJ SZCZEPIONKI;GODZINA ZASZCZEPIENIA;KTÓRA DAWKA 
75100677636;AstraZeneca;13:57:05;2 
60052879768;AstraZeneca;13:57:55;2 
82050649936;AstraZeneca;13:58:45;2 
87102335953;Johnson&Johnson;13:59:10;1 
30122494245;Pfizer;14:00:00;2 
69071363494;Pfizer;14:00:50;2 
59090462876;Pfizer;14:01:40;2 
40072854617;Moderna;14:02:05;1 
92011957543;Moderna;14:02:55;2 
35072127328;Johnson&Johnson;14:03:20;1 
81021128544;Moderna;14:04:10;2 
35031981781;Johnson&Johnson;14:04:35;1 
00242332741;Johnson&Johnson;14:05:00;1 
93042086974;AstraZeneca;14:05:25;1 
83080425697;AstraZeneca;14:05:50;1 
59061133347;Johnson&Johnson;14:06:15;1 
06241646834;Moderna;14:06:40;1 
99052626957;Moderna;14:07:30;2 
95091375285;Moderna;14:07:55;1 
78080457991;Pfizer;14:08:45;2 
86072755961;Moderna;14:09:35;2 
93112216724;Johnson&Johnson;14:10:00;1 
99110312837;Moderna;14:10:25;1 
78071228911;Moderna;14:11:15;2 
66011549194;Moderna;14:11:40;1 
92031265318;Johnson&Johnson;14:12:05;1 
95053028484;Moderna;14:12:55;2 
02312031316;Johnson&Johnson;14:13:20;1 
35092324918;Pfizer;14:13:45;1 
65010426154;AstraZeneca;14:14:10;1 
25041042314;AstraZeneca;14:14:35;1 
49082934988;Johnson&Johnson;14:15:00;1 
98092523329;Moderna;14:15:50;2 
57112718273;Pfizer;14:16:15;1 
25070321893;Johnson&Johnson;14:16:40;1 
61090158314;Johnson&Johnson;14:17:05;1 
60101785127;AstraZeneca;14:17:55;2 
96020629538;Johnson&Johnson;14:18:20;1 
80122343162;Moderna;14:18:45;1 
97100751244;Moderna;14:19:10;1 
74041088235;AstraZeneca;14:20:00;2 
38030817521;Johnson&Johnson;14:20:25;1 
82111099968;AstraZeneca;14:21:15;2 
90081293316;Johnson&Johnson;14:21:40;1 
68081198252;Moderna;14:22:05;1 
86112455547;Pfizer;14:22:30;1 
24092415733;AstraZeneca;14:22:55;1 
92110798812;Johnson&Johnson;14:23:20;1 
08261396278;AstraZeneca;14:24:10;2 
36041921569;Johnson&Johnson;14:24:35;1 
06231723558;Moderna;14:25:00;1 
75031268611;Johnson&Johnson;14:25:25;1 
48051332398;Moderna;14:25:50;1 
32020633489;Johnson&Johnson;14:26:15;1 
45110774979;Pfizer;14:27:05;2 
68051767343;Johnson&Johnson;14:27:30;1 
44111193639;AstraZeneca;14:27:55;1 
84071475659;AstraZeneca;14:28:45;2 
51100268395;Johnson&Johnson;14:29:10;1 
50122977832;Johnson&Johnson;14:29:35;1 
77020522748;Johnson&Johnson;14:30:00;1 
56100891974;Moderna;14:30:25;1 
45011941212;Johnson&Johnson;14:30:50;1 
81090457923;Moderna;14:31:40;2 
70122286888;Johnson&Johnson;14:32:05;1 
36031815159;AstraZeneca;14:32:55;2 
58091635692;Johnson&Johnson;14:33:20;1 
64112712121;Johnson&Johnson;14:33:45;1 
66011597562;Johnson&Johnson;14:34:10;1 
80122265644;Moderna;14:34:35;1 
80010449156;AstraZeneca;14:35:00;1 
65070514862;Johnson&Johnson;14:35:25;1 
99082877196;Pfizer;14:35:50;1 
04301916244;Johnson&Johnson;14:36:15;1 
82041048153;Moderna;14:36:40;1 
34120819787;Moderna;14:37:30;2 
33013033275;Pfizer;14:38:20;2 
92112735222;AstraZeneca;14:38:45;1 
25010776758;Johnson&Johnson;14:39:10;1 
57100835496;Moderna;14:39:35;1 
65121249114;Moderna;14:40:00;1 
26061058275;Johnson&Johnson;14:40:25;1 
88031152516;Pfizer;14:41:15;2 
26030776337;AstraZeneca;14:42:05;2 
06310913124;AstraZeneca;14:42:55;2 
27020649316;AstraZeneca;14:43:20;1 
45031494446;Johnson&Johnson;14:43:45;1 
76112869819;Johnson&Johnson;14:44:10;1 
60082029883;Moderna;14:44:35;1 
51062491811;Moderna;14:45:25;2 
40111493892;AstraZeneca;14:46:15;2 
99122046784;Johnson&Johnson;14:46:40;1 
33022763466;Johnson&Johnson;14:47:05;1 
53060254227;Pfizer;14:47:30;1 
01231531925;Pfizer;14:47:55;1 
40093026165;Moderna;14:48:20;1 
73042365376;Pfizer;14:49:10;2 
63082122785;AstraZeneca;14:50:00;2 
50070111638;Johnson&Johnson;14:50:25;1 
22041442366;Moderna;14:51:15;2 
35122696673;Johnson&Johnson;14:51:40;1 
68080517485;Johnson&Johnson;14:52:05;1 
00242225256;Johnson&Johnson;14:52:30;1 
50061356156;Johnson&Johnson;14:52:55;1 
91022175957;Pfizer;14:53:20;1 
43100281726;Pfizer;14:53:45;1 
66020552185;Johnson&Johnson;14:54:10;1 
42062978969;Johnson&Johnson;14:54:35;1 
54041042376;Johnson&Johnson;14:55:00;1 
21013119149;Johnson&Johnson;14:55:25;1 
69122033354;AstraZeneca;14:56:15;2 
66063067127;Johnson&Johnson;14:56:40;1 
20092948718;Moderna;14:57:05;1 
59072322767;Moderna;14:57:30;1 
05300727525;Pfizer;14:57:55;1 
92020137895;Pfizer;14:58:20;1 
85090738378;Johnson&Johnson;14:58:45;1 
41060745555;Johnson&Johnson;14:59:10;1 
94061387495;Johnson&Johnson;14:59:35;1 
74043054933;Pfizer;15:00:25;2 
04240923383;AstraZeneca;15:00:50;1 
28100451674;Johnson&Johnson;15:01:15;1 
30041586876;Moderna;15:02:05;2 
37050927434;Johnson&Johnson;15:02:30;1 
21040358249;Moderna;15:02:55;1 
81120991883;Pfizer;15:03:20;1 
03220281794;AstraZeneca;15:04:10;2 
50021519195;Johnson&Johnson;15:04:35;1 
72041899866;Pfizer;15:05:00;1 
67110663536;Moderna;15:05:25;1 
51111963535;Johnson&Johnson;15:05:50;1 
73051797551;Johnson&Johnson;15:06:15;1 
07302324298;Moderna;15:07:05;2 
85082853229;Moderna;15:07:30;1 
01303087585;Johnson&Johnson;15:07:55;1 
24103124645;Moderna;15:08:45;2 
53031368678;Moderna;15:09:35;2 
02311665831;Pfizer;15:10:00;1 
34012884695;Pfizer;15:10:25;1 
32110971772;Johnson&Johnson;15:10:50;1 
61010554877;Moderna;15:11:15;1 
78062549665;Moderna;15:12:05;2 
20041912689;Moderna;15:12:30;1 
78120853329;Johnson&Johnson;15:12:55;1 
53052543443;AstraZeneca;15:13:20;1 
75082852618;Johnson&Johnson;15:13:45;1 
28050452851;Pfizer;15:14:10;1 
01241694474;Johnson&Johnson;15:14:35;1 
70072711216;Pfizer;15:15:25;2 
91030314931;Johnson&Johnson;15:15:50;1 
05260658897;Moderna;15:16:40;2 
46122793413;Johnson&Johnson;15:17:05;1 
03251014336;Pfizer;15:17:55;2 
25100881533;AstraZeneca;15:18:20;1 
02271493745;Johnson&Johnson;15:18:45;1 
54102164119;Pfizer;15:19:10;1 
04282562647;Moderna;15:20:00;2 
02290535572;AstraZeneca;15:20:25;1 
68072766473;Johnson&Johnson;15:20:50;1 
59071767916;Moderna;15:21:15;1 
32112735273;Pfizer;15:22:05;2 
70041966133;Pfizer;15:22:30;1 
00282223623;Moderna;15:22:55;1 
28011479941;Moderna;15:23:20;1 
98040991347;Pfizer;15:24:10;2 
77091813668;AstraZeneca;15:24:35;1 
53062118664;Johnson&Johnson;15:25:00;1 
60111734245;Moderna;15:25:50;2 
87112947715;Johnson&Johnson;15:26:15;1 
03232669786;Moderna;15:26:40;1 
99062917216;Johnson&Johnson;15:27:05;1 
77112363518;AstraZeneca;15:27:30;1 
71052925243;Johnson&Johnson;15:27:55;1 
52102323215;Moderna;15:28:45;2 
82070773846;Johnson&Johnson;15:29:10;1 
91022231569;Moderna;15:29:35;1 
85032257639;Johnson&Johnson;15:30:00;1 
26112297598;Pfizer;15:30:25;1 
84040539649;Johnson&Johnson;15:30:50;1 
28100889327;Pfizer;15:31:15;1 
54121487532;Pfizer;15:31:40;1 
58021399764;Johnson&Johnson;15:32:05;1 
03282114533;Moderna;15:32:55;2 
31091073617;Pfizer;15:33:45;2 
31050679612;Johnson&Johnson;15:34:10;1 
03271214219;Pfizer;15:34:35;1 
72051336717;Johnson&Johnson;15:35:00;1 
56102659936;Moderna;15:35:50;2 
42092966431;Johnson&Johnson;15:36:15;1 
69070762218;Moderna;15:36:40;1 
88100219328;Moderna;15:37:30;2 
62091881281;Johnson&Johnson;15:37:55;1 
89041363833;Moderna;15:38:20;1 
60060322474;Johnson&Johnson;15:38:45;1 
57110125563;Moderna;15:39:35;2 
60032357169;AstraZeneca;15:40:00;1 
80090872345;Johnson&Johnson;15:40:25;1 
89041555874;Pfizer;15:41:15;2 
49020934816;Pfizer;15:42:05;2 
30070547978;Pfizer;15:42:30;1 
68090165764;Johnson&Johnson;15:42:55;1 
90092074423;Pfizer;15:43:45;2 
60051991245;Moderna;15:44:35;2 
96040551121;Pfizer;15:45:00;1 
80032243415;Moderna;15:45:50;2 
74011931745;Johnson&Johnson;15:46:15;1 
32042933169;Pfizer;15:47:05;2 
76021025625;Pfizer;15:47:30;1 
82112079152;Pfizer;15:48:20;2 
27121034325;Johnson&Johnson;15:48:45;1 
25010246853;Pfizer;15:49:35;2 
28120717411;Johnson&Johnson;15:50:00;1 
59091214779;Moderna;15:50:50;2 
01301584817;AstraZeneca;15:51:15;1 
08312554282;Johnson&Johnson;15:51:40;1 
36030623126;Johnson&Johnson;15:52:05;1 
03232486938;Pfizer;15:52:55;2 
04211111982;Moderna;15:53:20;1 
98061186115;Johnson&Johnson;15:53:45;1 
07252299886;Moderna;15:54:35;2 
56050947141;Moderna;15:55:00;1 
78050661425;Moderna;15:55:25;1 
65030412425;Johnson&Johnson;15:55:50;1 
50100924858;Pfizer;15:56:15;1 
84063031577;Johnson&Johnson;15:56:40;1 
83040667448;Johnson&Johnson;15:57:05;1 
62091343378;Pfizer;15:57:30;1 
67120368616;Pfizer;15:58:20;2 
49090966296;Pfizer;15:59:10;2 
51101451688;Johnson&Johnson;15:59:35;1 
83120872847;Moderna;16:00:00;1 
77100344996;Johnson&Johnson;16:00:25;1 
71051072588;Johnson&Johnson;16:00:50;1 
35091976246;Pfizer;16:01:15;1 
68102446298;Pfizer;16:01:40;1 
42122341465;AstraZeneca;16:02:30;2 
36121262168;Johnson&Johnson;16:02:55;1 
66010198313;Pfizer;16:03:45;2 
89101632857;Johnson&Johnson;16:04:10;1 
88122551811;Pfizer;16:04:35;1 
58072364177;Moderna;16:05:00;1 
09222687156;Moderna;16:05:50;2 
97012789254;AstraZeneca;16:06:40;2 
05323044344;Johnson&Johnson;16:07:05;1 
31083057216;Pfizer;16:07:55;2 
91052287136;Johnson&Johnson;16:08:20;1 
35072457663;Pfizer;16:08:45;1 
00302461745;Johnson&Johnson;16:09:10;1 
72070631167;Pfizer;16:10:00;2 
76110647246;Johnson&Johnson;16:10:25;1 
24040177241;Pfizer;16:11:15;2 
86013082275;Johnson&Johnson;16:11:40;1 
69071554267;Moderna;16:12:05;1 
66092881561;Johnson&Johnson;16:12:30;1 
83111396178;Johnson&Johnson;16:12:55;1 
66080191177;Pfizer;16:13:20;1 
77020795272;AstraZeneca;16:13:45;1 
75021565595;AstraZeneca;16:14:10;1 
29092084945;Johnson&Johnson;16:14:35;1 
05301389427;Moderna;16:15:00;1 
08230465143;Johnson&Johnson;16:15:25;1 
32042656495;Moderna;16:15:50;1 
66080665924;Pfizer;16:16:40;2 
01270645313;Pfizer;16:17:05;1 
78073185238;Johnson&Johnson;16:17:30;1 
20021536689;Pfizer;16:18:20;2 
72043046662;Moderna;16:18:45;1 
07262999459;Johnson&Johnson;16:19:10;1 
37091024981;Johnson&Johnson;16:19:35;1 
53092368598;Johnson&Johnson;16:20:00;1 
31091712778;AstraZeneca;16:20:25;1 
29101951255;Johnson&Johnson;16:20:50;1 
57092585746;Johnson&Johnson;16:21:15;1 
06292133936;Moderna;16:21:40;1 
74081887586;Moderna;16:22:05;1 
90070369365;Johnson&Johnson;16:22:30;1 
48110866662;AstraZeneca;16:23:20;2 
32100235767;Johnson&Johnson;16:23:45;1 
01272357513;AstraZeneca;16:24:10;1 
37112023212;AstraZeneca;16:25:00;2 
03311196468;Johnson&Johnson;16:25:25;1 
93092676596;Moderna;16:26:15;2 
93012418598;Johnson&Johnson;16:26:40;1 
82030879562;Johnson&Johnson;16:27:05;1 
09221337489;Pfizer;16:27:30;1 
75090635997;Johnson&Johnson;16:27:55;1 
40042025863;Pfizer;16:28:20;1 
06292578955;Johnson&Johnson;16:28:45;1 
40071161114;Johnson&Johnson;16:29:10;1 
36011592485;Johnson&Johnson;16:29:35;1 
75041016895;Johnson&Johnson;16:30:00;1 
84070799958;Johnson&Johnson;16:30:25;1 
78102746342;Moderna;16:30:50;1 
23013013119;Moderna;16:31:40;2 
43061996312;Johnson&Johnson;16:32:05;1 
59030132122;Moderna;16:32:55;2 
80070812222;Pfizer;16:33:45;2 
21112217759;Pfizer;16:34:35;2 
32072731623;Moderna;16:35:00;1 
79050188499;Moderna;16:35:25;1 
57051974372;Moderna;16:35:50;1 
71092496572;Moderna;16:36:15;1 
32020583272;Johnson&Johnson;16:36:40;1 
00322971837;Moderna;16:37:30;2 
64052512173;Moderna;16:37:40;2 
83030581624;Moderna;16:38:00;1 
08300885789;AstraZeneca;16:38:15;1 
03231736256;Johnson&Johnson;16:38:25;1 
47060254295;Moderna;16:38:40;2 
84090377527;Johnson&Johnson;16:39:00;1 
47012778262;Pfizer;16:39:10;2 
44081827574;Johnson&Johnson;16:39:25;1 
70031559431;Moderna;16:39:35;2 
70080391567;Johnson&Johnson;16:39:50;1 
30043041872;Pfizer;16:40:05;1 
47022815696;Johnson&Johnson;16:40:15;1 
02282423874;Pfizer;16:40:40;2 
81102259213;Johnson&Johnson;16:41:00;1 
97021668337;Pfizer;16:41:15;2 
41101655649;Moderna;16:41:35;2 
30070676591;Moderna;16:41:55;1 
95033053233;Johnson&Johnson;16:42:15;1 
74121984617;Pfizer;16:42:35;1 
96121877629;Moderna;16:42:55;1 
82020224149;Johnson&Johnson;16:43:10;1 
42101274155;Pfizer;16:43:25;2 
42041525276;Johnson&Johnson;16:43:45;1 
21071654248;Pfizer;16:44:10;1 
01220393556;Moderna;16:44:25;2 
91121039154;Moderna;16:44:40;1 
47111564494;Johnson&Johnson;16:45:10;1 
09272335528;Moderna;16:45:25;2 
25022587856;Johnson&Johnson;16:45:45;1 
82032729827;Pfizer;16:46:25;2 
34042967111;Johnson&Johnson;16:46:35;1 
51050267358;Moderna;16:47:00;1 
27100496667;Johnson&Johnson;16:47:25;1 
74012446273;Pfizer;16:47:45;1 
39032288946;Johnson&Johnson;16:48:10;1 
65122963266;Moderna;16:48:25;1 
85011778463;Moderna;16:48:55;2 
71103132237;AstraZeneca;16:49:20;1 
78011817784;Johnson&Johnson;16:49:40;1 
42011867728;AstraZeneca;16:50:10;1 
75102995219;Johnson&Johnson;16:50:35;1 
74090463252;Pfizer;16:51:00;1 
80061597297;Moderna;16:51:25;1 
79092276738;Johnson&Johnson;16:51:45;1 
89042722899;Johnson&Johnson;16:52:05;1 
95032259654;Pfizer;16:52:35;2 
61020991356;Johnson&Johnson;16:52:55;1 
51110926445;Johnson&Johnson;16:53:15;1 
92041945695;Pfizer;16:54:00;1 
73051881887;Pfizer;16:55:10;2 
66082865834;Moderna;16:57:00;2 
